"Game" "Missmade" "Xdist" "Ydist" "Dist" "shot"
"78" "1" "147" "209" "0" "Jump Shot"
"78" "0" "122" "116" "0" "Jump Shot"
"78" "1" "144" "213" "0" "Jump Shot"
"78" "0" "94" "216" "0" "Jump Shot"
"78" "1" "21" "255" "0" "Jump Shot"
"78" "0" "146" "241" "0" "Jump Shot"
"78" "1" "129" "183" "0" "Jump Shot"
"78" "0" "-166" "186" "0" "Jump Shot"
"78" "1" "39" "91" "0" "Pullup Jump shot"
"78" "1" "-125" "255" "0" "Step Back Jump shot"
"79" "0" "-232" "14" "22.3" "Jump Shot"
"79" "1" "125" "233" "25.2" "Pullup Jump shot"
"79" "1" "-109" "246" "24.9" "Pullup Jump shot"
"79" "1" "132" "249" "28.7" "Pullup Jump shot"
"79" "1" "-194" "164" "24.8" "Pullup Jump shot"
"79" "1" "-127" "246" "25.1" "Pullup Jump shot"
"79" "1" "138" "227" "26.7" "Pullup Jump shot"
"79" "0" "-52" "252" "26.4" "Pullup Jump shot"
"79" "1" "-15" "254" "25.2" "Pullup Jump shot"
"79" "1" "136" "129" "19.7" "Pullup Jump shot"
"79" "0" "-117" "236" "25.3" "Pullup Jump shot"
"79" "0" "-223" "55" "22.7" "Pullup Jump shot"
"79" "1" "94" "75" "12" "Running Bank shot"
"79" "0" "-190" "194" "26.2" "Step Back Jump shot"
"79" "1" "-193" "206" "25.5" "Step Back Jump shot"
"79" "1" "173" "56" "20.2" "Step Back Jump shot"
"80" "1" "7" "60" "9.5" "Floating Jump shot"
"80" "0" "89" "238" "23.6" "Jump Shot"
"80" "0" "21" "228" "21.6" "Jump Shot"
"80" "1" "102" "170" "21.2" "Pullup Jump shot"
"80" "1" "77" "242" "25.8" "Pullup Jump shot"
"80" "0" "-157" "219" "26.3" "Pullup Jump shot"
"80" "0" "-41" "258" "24.8" "Pullup Jump shot"
"80" "0" "-92" "266" "27.5" "Pullup Jump shot"
"80" "0" "231" "44" "23" "Pullup Jump shot"
"80" "1" "-232" "26" "22.7" "Pullup Jump shot"
"80" "0" "-23" "44" "3.7" "Pullup Jump shot"
"80" "1" "237" "4" "22.5" "Pullup Jump shot"
"80" "0" "-5" "48" "2.5" "Running Jump Shot"
"80" "1" "-202" "145" "23.2" "Step Back Jump shot"
"80" "1" "99" "250" "25.5" "Step Back Jump shot"
"80" "1" "-160" "4" "14.1" "Step Back Jump shot"
"80" "0" "99" "260" "27" "Step Back Jump shot"
"81" "0" "47" "261" "27.2" "Jump Shot"
"81" "1" "179" "192" "24.1" "Pullup Jump shot"
"81" "1" "225" "123" "24.2" "Pullup Jump shot"
"81" "1" "114" "258" "27.6" "Pullup Jump shot"
"81" "1" "116" "181" "23.3" "Step Back Jump shot"
"81" "1" "138" "159" "21.5" "Step Back Jump shot"
"81" "0" "-202" "42" "20.6" "Step Back Jump shot"
"81" "0" "113" "241" "28.5" "Step Back Jump shot"
"82" "0" "4" "56" "4.3" "Floating Jump shot"
"82" "0" "53" "214" "23.8" "Jump Shot"
"82" "0" "-146" "167" "20.1" "Jump Shot"
"82" "0" "56" "250" "25.8" "Jump Shot"
"82" "1" "-93" "260" "24.9" "Pullup Jump shot"
"82" "0" "-190" "225" "0" "Pullup Jump shot"
"82" "1" "48" "108" "13.7" "Pullup Jump shot"
"82" "0" "135" "168" "21.6" "Step Back Jump shot"
"82" "1" "129" "225" "24.8" "Step Back Jump shot"
